,scores,polarity_score
near,0.6975884503510286,0.03196038982701179
nonresidential,0.7833461878389915,0.576644587106095
flat,0.6232996038349367,-0.43987995853906
book,0.8180554475179315,0.7970979922466902
inventory,0.7476390124057049,0.349852990712673
imbalance,0.8985743458293343,1.3085080734501322
fell,0.5852584236628687,-0.6814958207635053
sharply,0.5958760073450876,-0.6140589898209373
defense,0.7158887234514488,0.14819327860966558
partial,0.7065983273350976,0.08918598551556156
shutdown,0.7503247008898263,0.3669109509500299
local,0.6780566258567652,-0.09209461042934468
unchanged,0.6088707807962678,-0.5315236063860246
trade,0.6244605802694151,-0.43250609892245595
deficit,0.6030172648779736,-0.5687017982624594
narrow,0.5912280541235045,-0.643580135593283
substantially,0.6051781909597829,-0.5549768292657559
export,0.644781933465634,-0.3034364630209628
import,0.7031325406746479,0.06717328694882779
stem,0.43102690256218484,-1.661086406133711
petroleum,0.723896840603044,0.19905626765535656
crude,0.7226199253073287,0.1909460305710615
oil,0.7301735259097629,0.23892218993838624
energy,0.7425737793249843,0.3176815214619712
food,0.7389457692862069,0.29463847259458176
modestly,0.6286568789068601,-0.4058536052602853
core,0.7425359502616299,0.3174412528446947
slightly,0.6099160829768915,-0.5248844436020598
cpi,0.7408585427076485,0.3067873175402744
upturn,0.7849879646296902,0.5870722161404863
hourly,0.6645608607571684,-0.17781200684471482
earnings,0.6350944992492398,-0.3649655154938224
employee,0.6641217196903629,-0.18060118023561458
pickup,0.7878687436458751,0.6053692800781787
widespread,0.7226656224827163,0.19123627294478798
euro,0.649774225616648,-0.2717282729204552
area,0.6897642313973208,-0.017734582836350404
register,0.6621549551867453,-0.19309294571672167
consecutive,0.6449395927492108,-0.30243510124494016
positive,0.8789455407663593,1.1838371079786518
mexican,0.5512203912990621,-0.8976859731406222
economy,0.697597639754878,0.032018755674873584
bounce,0.6955505133648465,0.019016577362512874
back,0.7865505269177642,0.5969967198705152
contraction,0.6770468980267567,-0.09850782524434303
strong,0.7516237382701236,0.37516169488811596
external,0.5573075320036734,-0.8590239299765118
demand,0.8861649053748724,1.2296903910973311
emerge,0.7611046021290642,0.4353787303625434
target,0.7917160846170457,0.6298053938321722
expansionary,0.6722220613224,-0.12915243393267298
brazil,0.6993249329071783,0.042989535824693115
india,0.7090186716251574,0.10455863089295696
turkey,0.6848679261300712,-0.04883311904131422
tighten,0.8648138276113229,1.094080532519677
depreciation,0.5771467734176239,-0.7330163929224902
particularly,0.7295846957219906,0.23518227669492542
sharp,0.6182543583470308,-0.4719244780092902
heighten,0.6506980832725867,-0.26586045643572404
toward,0.8595491495539233,1.0606423026219955
evident,0.7031199576011997,0.06709336644880995
importantly,0.5773935965176644,-0.7314487134797532
communication,0.8109840609307898,0.7521845810526511
release,0.6804734014080025,-0.07674463164388312
supportive,0.7773381812774184,0.5384851588481233
bit,0.6172444648943207,-0.47833874476515
appreciate,0.6331633825811335,-0.37723086627184843
investor,0.5891727472776784,-0.6566342714913777
surprised,0.7542080650880906,0.3915758636801589
limited,0.9193925642939835,1.4407335139217827
indeed,0.7248507054690612,0.2051146728101355
cut,0.7788045430892175,0.5477986520649031
rationale,0.8546356519874622,1.0294345707459507
seem,0.38383466724615334,-1.960824547132664
confidence,0.8551795665839681,1.032889205791888
shift,0.8517101658867151,1.0108535529263027
pull,0.6902764134193075,-0.0144814949905366
riskier,0.8179973662112117,0.7967290929397088
reaction,0.7644409283972281,0.4565691704145686
implication,0.6824532704622925,-0.06416963353709382
global,0.5362817018086709,-0.9925680016528288
primary,0.9356790796270096,1.5441761628359747
postmeeting,0.7645300241310153,0.45713505565898405
median,0.8632648412048954,1.0842422550406383
reduction,0.7956060357718477,0.6545121431503383
monthly,0.6983593846698163,0.03685692456409864
announce,0.8628903218725117,1.0818635220201505
three,0.6216053076487305,-0.4506411607951977
final,0.7072648195456948,0.09341916359786354
yield,0.6063450446387264,-0.5475656407470906
mute,0.6815251252807025,-0.07006468193740596
lead,0.612843607425517,-0.506290479360194
contribute,0.5965444213507387,-0.6098136055934293
protect,0.6884441004080155,-0.026119301338443767
ahead,0.6209979698234827,-0.4544986239875861
modest,0.7505859059748182,0.3685699765518191
typical,0.6627807757255276,-0.1891180908780516
quite,0.7244161703446477,0.2023547537361983
slowly,0.7052881287699522,0.08086435210221929
moderately,0.7326916006233173,0.254915563180464
despite,0.6571244702660045,-0.22504371448977623
company,0.6502888149998539,-0.2684598948903189
notably,0.5989128230899172,-0.5947708696499828
spread,0.6011324714890075,-0.5806729300131076
credit,0.9609842386020049,1.7049000882456156
default,0.9097973725176007,1.3797903327751078
accord,0.7857131682789373,0.5916782957681056
loan,0.9538502845026808,1.6595892839282609
opinion,0.9343531128856318,1.5357543789678139
ease,0.8867659489302381,1.2335078766802512
standard,0.9539696886536877,1.6603476709385536
experienced,0.6845173082041371,-0.05106004397115918
major,0.7922059931196763,0.6329170129969504
category,0.916865018753465,1.4246799873928573
issuance,0.8137495873066691,0.7697496260063079
nonfinancial,0.6564662515407009,-0.22922434411606932
corporation,0.6817895048377873,-0.06838549390089849
widely,0.8903411107363889,1.2562152637402166
corporate,0.6806096499751035,-0.07587925851749588
bond,0.627915503927421,-0.4105623959465512
grade,0.6523653324135684,-0.25527104157216923
reach,0.6980785533105314,0.03507324407084439
speculative,0.652524751290703,-0.2542585038622588
crisis,0.7267915858692778,0.21744203724130545
stayed,0.8050195748343958,0.7143015699476459
commercial,0.8932942463419946,1.274971895432155
notable,0.6382747373611503,-0.34476645831387465
leveraged,0.9612563445447047,1.7066283498732628
collateralize,0.9586738819262046,1.6902260214121327
apace,0.853044058554886,1.0193256777572672
estate,0.9067757978378835,1.360599015150018
recover,0.4801111985920156,-1.3493309754850198
few,0.5688432670717848,-0.785755525519359
distressed,0.6607659642937561,-0.20191502302119757
tight,0.9289687283008873,1.5015558415379393
municipal,0.7881957645458563,0.6074463301685535
issuer,0.6573344533172634,-0.22371002200828796
experience,0.7923175581606673,0.6336256104550527
strain,0.612371083550935,-0.5092916812909011
rating,0.8986683245407597,1.3091049725812607
moody,0.7943193304426223,0.6463397253614214
upgrade,0.8665951140589007,1.1053942472612674
downgrade,0.8764114863081943,1.167742240520181
debt,0.6762223565570152,-0.10374484200487104
put,0.6602504552394038,-0.20518924227749938
puerto,0.8656962029499748,1.0996848770034615
rico,0.86153810848704,1.0732750344505124
watch,0.8679644495647943,1.1140914847663748
auto,0.9671986080094634,1.7443702155069878
student,0.917530731140142,1.4289082124787489
contrast,0.7169831023446172,0.15514414865830964
card,0.967446910003707,1.745947288041537
underwriting,0.9469327429378419,1.6156530084998444
steady,0.6188458220801792,-0.4681678379888504
refinance,0.881393577328942,1.1993856388641282
availability,0.9909215227313658,1.8950446285794318
subdue,0.7945842189818967,0.6480221461622659
borrowing,0.7354205213297854,0.27224810981684766
house,0.7123414253240095,0.1256628657320508
quickly,0.8132852427830796,0.7668003746442624
become,0.5065960169583368,-1.1811145269812706
headline,0.7439910881765701,0.3266834582753222
broader,0.8345256987528851,0.9017076267319135
european,0.5996794643421278,-0.589901602021275
periphery,0.6294962234902125,-0.400522567571843
sovereign,0.6519902704539617,-0.2576532210510409
amid,0.6125736950584658,-0.5080048086474332
ratchet,0.8823591382570439,1.2055183307290585
outflow,0.4899473776636152,-1.2868571805967215
mutual,0.714410183227745,0.13880243507200796
denominate,0.6527248724252597,-0.25298744864639683
south,0.7183319145549973,0.1637110339051864
africa,0.6935618122733125,0.006385483196551498
interbank,0.5908693529131813,-0.6458584009315606
china,0.7485879484831806,0.35588009101603124
volatile,0.08722370471078736,-3.844728073102304
argentine,0.44652565979291536,-1.562647147026289
peso,0.5604158706758982,-0.8392815369966377
turkish,0.5763063157149441,-0.738354500509522
lira,0.5761746211869205,-0.739190948979173
prepared,0.7554939938067042,0.3997433488817655
gdp,0.6928276605954916,0.0017225707990423946
strength,0.746830890384707,0.34472026091820324
possibly,0.5959167345421099,-0.6138003139128814
transitory,0.5581425471970539,-0.8537203901019188
forecast,0.6264996684283581,-0.41955497486567833
momentum,0.8063864190015001,0.7229829838908404
imply,0.39725302851679944,-1.8755987756560264
offset,0.612140892993827,-0.5107537203149268
path,0.7875433445242506,0.6033025305982002
next,0.637491308615942,-0.3497423505156598
acceleration,0.8001833165792014,0.6835844180879126
accommodative,0.7943673185622977,0.6466445185055737
restraint,0.5863271068877888,-0.6747081549322689
slack,0.9009025834492231,1.3232957098338711
gradually,0.6541367024124182,-0.24402031045250613
natural,0.7176870772040194,0.1596153951304075
observe,0.8450073710775239,0.9682812263104895
much,0.6191693302074953,-0.46611309902532366
assume,0.46360052817750397,-1.4541973295271853
commodity,0.7995354147715209,0.6794693156333772
recede,0.9476914613459524,1.6204719547452549
event,0.6817738336964478,-0.06848502804546644
volatility,0.5999046974619806,-0.5884710498089466
enough,0.5848382764063645,-0.6841643563131998
similarly,0.8743509262381278,1.1546547391402964
spillover,0.5386234231315811,-0.9776947244841104
flux,0.701516214500207,0.05690730570147831
careful,0.927156638438616,1.490046481089066
monitoring,0.7304635985097236,0.24076456551743458
see,0.659856832845412,-0.20768930704113228
downside,0.6722774533318315,-0.12880061550699323
thought,0.739706347923781,0.2994692339557102
diminish,0.9259025249707198,1.4820810681996017
tilt,0.665250880079861,-0.17342939797585735
bound,0.6871682408999557,-0.03422283266220351
withstand,0.28513728304059305,-2.5876939943017496
adverse,0.16663557471399945,-3.3403492038113343
shock,0.2511831514310578,-2.8033512569789973
roughly,0.636721887491523,-0.35462927430586083
uptrend,0.5517611047201826,-0.8942516701334751
damped,0.532222714768113,-1.0183483704301974
specifically,0.7593897373946903,0.42448688842914645
contribution,0.703433783363273,0.06908660855509074
sustain,0.8253822044079406,0.8436333698370072
news,0.6400107316211806,-0.33374041369442037
reinforce,0.6941856796598478,0.010347932727024221
pose,0.6805809823556758,-0.07606133887238059
nearly,0.7040976351360024,0.07330301608324152
picture,0.7529802037635813,0.38377718942054206
optimistic,0.8149305596926176,0.777250488492791
cautious,0.794573477336942,0.6479539213649356
cite,0.7727061719700146,0.5090652797177228
continue,0.7329187618096934,0.25635836137079177
underpin,0.7765770175949325,0.5336506816156634
grow,0.7845519554797802,0.5843029348979814
sustainability,0.8977074530988334,1.3030020656557193
wealth,0.8758833405586027,1.164387760188852
recovery,0.897419377401412,1.3011723732617517
district,0.7847843492251407,0.5857789673161892
go,0.8314500528639972,0.8821728796504769
favorable,0.8660969667684509,1.1022303000190325
affordability,0.8224788000487181,0.8251926026350775
turn,0.6331583463254555,-0.3772628536931772
demographic,0.7764469250838268,0.53282440824303
prospect,0.7686216648015937,0.48312282165527354
disappoint,0.7568129184946094,0.4081204056459325
possibility,0.6489083558326902,-0.2772277835423328
purchasing,0.7322004100473251,0.2517958010175113
rental,0.6901718072172036,-0.015145893876192152
contact,0.7499598752538766,0.36459378675604737
many,0.6896454739868106,-0.018488862120172967
guardedly,0.8078607774026609,0.7323472668787244
heard,0.7978955853127198,0.6690540549396461
profit,0.9892572554838113,1.8844741530008364
liquid,0.7847053749146384,0.5852773675750853
course,0.8197434694919054,0.8078193442881019
reasonably,0.8394339877468115,0.932882276728316
one,0.6602258550305138,-0.205345488762361
deviate,0.7041111190246586,0.07338865804726752
policymakers,0.7049047560094086,0.07842938715967229
happen,0.510143089476116,-1.1585855470474373
last,0.6113560858949131,-0.5157383670326747
summer,0.6377615806834365,-0.3480257366165254
argue,0.7610552112614045,0.4350650277638958
stance,0.8213711495725706,0.8181574390668822
excessive,0.6026385700887505,-0.571107051401404
undermine,0.9632691278988238,1.7194124008248048
nevertheless,0.6294249527236553,-0.400975238799056
carefully,0.7480050505260459,0.3521778559154136
rican,0.7896715612950738,0.6168197487222723
unfold,0.7675681797650017,0.4764316860410421
comment,0.7353011845084735,0.2714901504463448
relatively,0.676691351157301,-0.10076605600995481
figure,0.5966350953805372,-0.6092376959136554
anomaly,0.36052036200124926,-2.1089037060449725
debate,0.6370244568679965,-0.3527075263356698
reliability,0.6606235828731252,-0.2028193485325219
underemployment,0.7925286334938014,0.634966240487529
apparent,0.6555942190517698,-0.2347629967222132
wage,0.7492579352963962,0.3601354648194171
recession,0.6912256536990872,-0.008452462567784544
workforce,0.8431416153487084,0.9564310109102595
retirement,0.7159218103183733,0.14840342750210547
old,0.677664261363839,-0.09458668572342922
cyclical,0.7521256856625705,0.37834977820910665
portion,0.6560999295987476,-0.2315510119916829
difficult,0.8325155835843788,0.8889405225723617
gauge,0.8749804423391578,1.1586530660809053
young,0.8367919869638747,0.9161017958315729
prime,0.6899790215301558,-0.016370358516613507
age,0.7357854673919948,0.2745660388896917
concept,0.7369178965066779,0.28175858222600847
nonparticipant,0.7194313043363544,0.17069373025534768
want,0.7236829990245446,0.19769806801131604
considerable,0.6991656410111463,0.04197780462626395
shortage,0.8177883511693407,0.7954015487013044
region,0.782014587150154,0.5681870196195754
occupation,0.7831009934119929,0.5750872520648603
skilled,0.8100404343886353,0.7461912038869252
cost,0.7943099288871993,0.6462800120478625
saw,0.7082130434585061,0.09944174063778342
damp,0.6268944682112397,-0.41704743199988153
pick,0.7587584898755179,0.420477564508805
cast,0.750209011107199,0.366176155487491
doubt,0.721256005147339,0.1822831882520113
outcome,0.666210992783617,-0.16733131012208013
mention,0.7106061762841146,0.11464155432551915
lack,0.6558095220508345,-0.23339551496893363
pricing,0.6720026881678468,-0.13054576699033646
power,0.7190493760674029,0.16826793989886574
danger,0.5693067169346325,-0.7828119565316656
performance,0.8222917357585888,0.824004477042061
monitor,0.7425610748105816,0.3176008296383305
incoming,0.7236723744076403,0.19763058650936166
broadly,0.8312065263572378,0.8806261382865381
raise,0.7931454647074503,0.6388840002641342
desirability,0.8962627787127597,1.2938263185877812
pause,0.8496467336611613,0.9977478092542134
justified,0.7651706621248461,0.4612040225141924
stage,0.8716954326436681,1.1377885596065713
especially,0.7679985339347559,0.4791650500775081
appreciable,0.6709624507327473,-0.13715276140173122
clear,0.7942893343158741,0.6461492070863609
presumption,0.7512966510815736,0.37308422377058975
favor,0.7710133039350673,0.49831314826318074
say,0.7442745386094459,0.32848377362903636
respond,0.5919991945957209,-0.6386822914872914
trajectory,0.7802261553003342,0.5568279213615998
soon,0.7066560642804847,0.08955269763592143
threshold,0.7678343428350377,0.4781222019337713
cross,0.6571937373525674,-0.22460376949416994
quantitative,0.7940982850606952,0.6449357712700011
along,0.7747070967377871,0.5217740116977732
qualitative,0.8141500463550295,0.7722931132960693
explicitly,0.8144280374673267,0.7740587541616947
emphasis,0.8725847767006772,1.1434371654115572
willingness,0.761206759236423,0.43602757399634273
rely,0.7604020130060372,0.43091628529691073
device,0.672224786718072,-0.1291351237750439
lean,0.7601957743608163,0.42960637514523714
undesired,0.786145891141915,0.5944267043918567
evidence,0.829635465870368,0.8706476588486018
equilibrium,0.7486364611200828,0.3561882155942091
middle,0.7147945818932427,0.14124391597722885
prescription,0.7063816338766172,0.08780967235775936
constrain,0.8862964334421287,1.2305257823032063
linger,0.3622166396940029,-2.098129918390306
significantly,0.617100772282334,-0.47925139821552737
built,0.7562340633665929,0.40444384828819213
restrain,0.5938765005603518,-0.6267587155821349
accommodation,0.8097524608789057,0.7443621605308468
dual,0.9048853382469462,1.3485918949187643
persistence,0.29184701411322705,-2.545077612499826
cumulative,0.7634362983750832,0.450188333965248
likelihood,0.6504289298960113,-0.2675699650486991
develop,0.8444470437900072,0.9647223472197555
underscored,0.7651458847251463,0.46104665061444966
preset,0.9372379932880721,1.5540774925698944
contingent,0.9308505307457002,1.5135079765185833
efficacy,0.8044450216995801,0.7106523363951027
accordingly,0.7751079662832306,0.5243201062306911
sizable,0.7832554690556331,0.5760683931772546
reiterate,0.7789145553090766,0.548497386889539
decide,0.7884371324031186,0.6089793610230625
repeat,0.7995068881516048,0.6792881308269066
introduce,0.8429321475457824,0.9551005909920737
clarify,0.8735654438261011,1.1496658032191307
anticipation,0.717231182640604,0.15671981309207972
description,0.8063030869853465,0.7224537064908546
left,0.6894307909376761,-0.019852406305368813
conclusion,0.7246997988781438,0.20415620028339165
instruct,0.7725127905859923,0.5078370315501488
encompass,0.9169018056478054,1.424913636747436
indicates,0.767152635068605,0.47379238332596996
remains,0.7463886914074535,0.3419116654256185
recognizes,0.8059967758738905,0.7205081931558687
retrenchment,0.7197754058945357,0.17287926693682532
inception,0.7336093611970218,0.2607446544791098
underlie,0.7318822542508266,0.2497750570041825
progress,0.8620481033958165,1.0765142310016378
reinvesting,0.7603304741614136,0.43046191139084183
roll,0.752096979167071,0.37816745093560467
closely,0.7385186355689061,0.291925563033838
today,0.8152096048199517,0.7790228238602902
strengthens,0.7650068850865902,0.46016380425251463
exceptionally,0.5815523438100606,-0.7050347245267059
least,0.6248903065982221,-0.42977672257330984
percentage,0.6764912759307509,-0.10203681964436338
decides,0.8700468706712942,1.1273178349712187
voting,0.5013216012099342,-1.2146146051338462
none,0.5700465705400549,-0.7781128287447402
march,0.5,-1.22300866163816
adjourn,0.7726832297860888,0.5089195640610198
notation,0.8063075302539761,0.7224819275969343
complete,0.8217511408448657,0.8205709267262568
minute,0.773650387161049,0.5150623956451277
_____________________________,0.7839724289021308,0.580622112875442
____________________,0.6912730361892593,-0.008151516036538868
version,0.7121457256646966,0.12441989320312201
www,0.5358904407538195,-0.9950530685381133
federalreserve,0.536071980427242,-0.9939000321569201
gov,0.5407736176439387,-0.9640379162908927
monetarypolicy,0.5409977930496976,-0.9626140820747365
rules_authorizations,0.5524117877908515,-0.8901189026840055
htm,0.5643795883703032,-0.8141062647254801
text,0.6637639526730976,-0.1828735121128337
th,0.8398781232326498,0.9357031718180553
street,0.7701118846163026,0.492587847288186
constitution,0.7857328483819419,0.5918032925488208
avenue,0.7858970271804054,0.5928460625620094
dc,0.7359994488354858,0.2759251268763227
joint,0.7632932580107179,0.4492798232194537
lael,0.5858021575066064,-0.6780423337559771
brainard,0.5261493037134066,-1.056923210695112
stanley,0.5155429905020773,-1.1242884580398702
fischer,0.5146389942290142,-1.1300301263576216
strine,0.5038802027179805,-1.1983638288261937
patrick,0.5120381153348492,-1.1465494244896086
harker,0.5109410193421078,-1.1535175520037975
kaplan,0.5105817480021542,-1.1557994384800527
lyon,0.499736409140885,-1.2246828403153587
brian,0.5027334735558112,-1.2056471979015542
madigan,0.5211719305501541,-1.0885366439012434
engen,0.49906543831730493,-1.2289444639908982
dev,0.63526632388118,-0.3638741835106965
frierson,0.5799770813191101,-0.7150398926960233
bowman,0.4998740385433287,-1.2238086969110675
reifschneider,0.4998352134111691,-1.2240552919888303
stacey,0.4997840984755073,-1.2243799448833148
tevlin,0.49910540953336535,-1.2286905896423919
palumbo,0.4989265053870425,-1.2298268866598294
beth,0.49990463091398996,-1.223614391635012
anne,0.4995792489090393,-1.2256810323996483
wilson,0.49966471940308826,-1.2251381726087327
ellen,0.4999974501023046,-1.2230248571328177
meade,0.4999974313334097,-1.223024976342125
wayne,0.49923728063258976,-1.227853019693261
passmore,0.4989505749803183,-1.2296740103424695
joseph,0.4998722275416101,-1.2238201993602489
gruber,0.49987400048133934,-1.2238089386590978
covas,0.4978884285249323,-1.2364201583448693
gust,0.49801578170376554,-1.235611283647196
jason,0.4974581534860286,-1.2391530197873413
wu,0.49742953055843847,-1.2393348162851838
sharpe,0.4976596739932874,-1.2378730765548493
mccabe,0.4997457800109374,-1.224623321897758
penelope,0.4924579801012907,-1.2709112669857876
beattie,0.49537161191378787,-1.2524055408385748
katie,0.4444102225693257,-1.5760831967610078
ross,0.35330366193426727,-2.1547400655167896
valerie,0.4921132899600878,-1.2731005420106503
hinojosa,0.49221677628268523,-1.2724432559603827
mullinix,0.5002614200746417,-1.2213482705448335
mcandrews,0.5000084286919871,-1.2229551273978265
dotsey,0.49992936133912685,-1.223457318090879
spencer,0.5002963556423842,-1.2211263797600518
krane,0.5009230735859889,-1.2171458251181966
elli,0.4998590294174732,-1.2239040263111653
tallman,0.5000129977295935,-1.2229261074789963
douglas,0.4999977217973803,-1.2230231314807831
tillett,0.49999446665544106,-1.2230438062843183
valletta,0.500004673686375,-1.2229789770500856
alexander,0.5000200721039407,-1.2228811750912558
wolman,0.5000074032376371,-1.2229616404985197
riordan,0.4999999995616707,-1.2230086644221776
briefing,0.6935224065679261,0.006135200649048137
soft,0.7789248105704825,0.5485625224561987
floor,0.7785470663638172,0.5461633068750604
detail,0.8382440626236449,0.9253245515653218
reinvestment,0.7607767125986842,0.4332961632276967
briefed,0.7081293047183979,0.09890987995939943
publishing,0.7347832359484598,0.26820043684257244
fr,0.8300823033409122,0.8734857154028777
ticked,0.5997212836853324,-0.5896359894240756
considerably,0.6077820548727023,-0.5384385719985142
quits,0.6130997921103956,-0.5046633404742382
hour,0.7129925973981223,0.12979873905226838
mining,0.7772246986687487,0.5377643820946895
gas,0.7225930929228226,0.19077560658083176
extraction,0.7218670277463077,0.1861640550237749
september,0.5,-1.22300866163816
bolster,0.760384083142168,0.43080240503613226
building,0.8214336310800154,0.8185542859371968
meanwhile,0.7130071918675538,0.1298914347914504
multifamily,0.8211716009099107,0.8168900198657367
unit,0.8208796020186976,0.8150354095841966
aircraft,0.6631815276259051,-0.18657274355944015
drilling,0.7405169833407801,0.3046179274069119
rig,0.7181615525864289,0.16262899192489724
sideways,0.6054689711351743,-0.5531299595714618
essentially,0.6165418196029023,-0.4828015465803433
widen,0.5912421942289944,-0.6434903257145037
weigh,0.7943556367284027,0.6465703221647626
drag,0.678888831241772,-0.08680891685367867
excludes,0.7405467278192541,0.30480684735577823
hint,0.7206726193584785,0.17857785472272922
historical,0.6922921740749863,-0.0016785339189561064
pattern,0.6968400853179807,0.02720720231020459
softness,0.6976601378753379,0.03241570806157715
professional,0.9486429629324724,1.6265153496976483
forecaster,0.9450115891770885,1.6034509364224119
weak,0.7165743869434705,0.1525482217284464
rebound,0.6336815811499606,-0.37393956475479967
japanese,0.6124051507181256,-0.509075306090734
asian,0.7183084574200423,0.163562047573484
brazilian,0.7086285397840968,0.10208073612910612
kept,0.6705644152535508,-0.13968085556355725
odds,0.6336070028832825,-0.37441324333483145
assign,0.6959364853601357,0.021468051160499046
week,0.6117328385154772,-0.513345449440445
attach,0.6600377952600184,-0.2065399370784346
quote,0.15903933257819808,-3.3885961978584582
derivative,0.38550489728623966,-1.9502161992995193
perceive,0.7237297619898145,0.19799507967401328
accompany,0.6332240270812819,-0.37684568702330107
realize,0.7879593353816668,0.6059446670733961
later,0.6752146656684983,-0.1101451193302183
quality,0.8080545542593552,0.7335780268629721
evidently,0.6488303409253932,-0.2777232897019126
steep,0.603995632476818,-0.5624877657351294
selloff,0.5350761429952872,-1.0002250230922387
option,0.5767901810976109,-0.7352812637932895
vix,0.5970700087956524,-0.6064753741531121
climbed,0.6647013205507504,-0.17691988641152423
specialized,0.656716171343565,-0.22763699618462171
rat,0.6525193325084085,-0.25429292087430605
unrated,0.6525633906064752,-0.2540130889841232
redemption,0.7300466921629668,0.2381166143765165
triple,0.6633438592464501,-0.18554170576600504
pronounce,0.28142615114351965,-2.6112649857663737
tap,0.9711279265845035,1.7693270042072484
brisk,0.7702297268024603,0.49333631358933916
institutional,0.947510267289094,1.6193211135231964
buoyed,0.7265762178485509,0.216074142507542
merger,0.9168890454213526,1.4248325910726534
acquisition,0.7170086243489289,0.15530624986152097
driven,0.626153682567234,-0.42175247956387246
mainly,0.6127926264796818,-0.5066142812277827
weaken,0.9178238795424694,1.4307701237987358
analyst,0.7588363141206204,0.4209718596909564
metal,0.687031617254373,-0.03509058807300793
leave,0.7536708542474302,0.38816380706479175
cmb,0.8818104268604375,1.2020332291469373
reassess,0.9433327572294534,1.5927879541825591
loose,0.7074261041273032,0.09444355119763238
residential,0.8663005617482684,1.1035234191170906
borrower,0.9470940887992225,1.6166777853137468
score,0.9759273446079292,1.7998101679435037
maturity,0.6318035776163551,-0.385867571219905
subprime,0.9702140651709741,1.7635226781483608
history,0.9891406734046465,1.8837336901800221
appreciably,0.6225240398266653,-0.44480589842108104
japan,0.710490676639079,0.1139079665084311
kingdom,0.6275453357221945,-0.4129134930909965
europe,0.729786131913405,0.2364616844013021
relative,0.6812646889477529,-0.07171882486503235
recently,0.7840151036834592,0.5808931587273123
pass,0.6369384254880833,-0.3532539485534362
bipartisan,0.6906305735182684,-0.012232072199527235
budget,0.6612483713316107,-0.19885104887877678
steadily,0.6566247536025659,-0.22821762949342533
neither,0.6976361583041875,0.03226340351337248
currently,0.8512591026225518,1.0079886565430771
skewed,0.6801352239361768,-0.0788925419103489
upside,0.6725526649379109,-0.1270526284782979
weight,0.6307211196086897,-0.392742726608377
conjunction,0.7668607134777486,0.47193826401217237
submit,0.6717455504400356,-0.13217895906099572
represent,0.7136032141443527,0.13367702807910242
variable,0.7965978323851853,0.6608114691123336
converge,0.8318674413999217,0.8848238933817505
addendum,0.7617489704506893,0.4394713901305992
confirm,0.8398381083892055,0.9354490203733095
underutilization,0.9047152505320772,1.3475115948414282
partially,0.614986269197602,-0.49268151483343625
weakness,0.6656803542730186,-0.17070162304843478
lower,0.6479668902911406,-0.2832074352657338
dissipate,0.7196462690652898,0.17205906350985378
concerned,0.7086988977778349,0.1025276099443906
attend,0.677072052807353,-0.09834805643655702
majority,0.6949639337397149,0.015290958408305492
cautiously,0.7814695729781317,0.5647254006976048
discounting,0.8299660888718162,0.8727475874313856
outlay,0.7226178636361948,0.1909329360128389
homebuilding,0.6516317666210197,-0.2599302327608577
varied,0.7627081699608279,0.44556367789977747
appreciation,0.5624641503078278,-0.8262720339500198
gap,0.6911864437177644,-0.00870150198775673
formation,0.7940101151602103,0.6443757663902481
homebuyers,0.7507347455584641,0.36951532062824
outside,0.7135812327216888,0.13353741462952426
highlight,0.7248032973778915,0.2048135636759667
benefit,0.6525948147241215,-0.2538135009259867
adversely,0.6023862696258935,-0.5727095199262264
affected,0.6640695537099601,-0.1809325087663488
tech,0.7611986650263917,0.43597616419446744
transportation,0.6745664382293098,-0.11426229001021908
leisure,0.6640414962305657,-0.18111071386001457
hospitality,0.6568027800056996,-0.2270869073997021
health,0.6851062670495184,-0.0473193135680055
aerospace,0.8350906520455773,0.90529588756696
generation,0.7526044439120152,0.3813905773303067
medical,0.7022912523530719,0.06182990374469149
bright,0.8074894969735191,0.729989105522836
exposure,0.7116992185987338,0.12158393519014923
steel,0.7703131290170246,0.4938660368495601
agricultural,0.7566214600252381,0.4069043707346054
chemical,0.7704094593415391,0.49447787208470934
producer,0.6964651381241593,0.024825751758092027
supplier,0.627888032513694,-0.4107368786856293
excess,0.8512401179439643,1.0078680767013048
supply,0.8270692598319235,0.8543485829045907
cutback,0.9207000629192786,1.4490379988583442
layoff,0.7007621260758842,0.05211776647025317
deteriorate,0.5252829328382231,-1.0624259039624284
crop,0.6101152688224277,-0.5236193288081848
depressed,0.6417302230009301,-0.32281918595052606
farm,0.8674023976524158,1.1105216518429482
slowdown,0.7131283709158104,0.130661094935947
depress,0.7871144663649333,0.6005785413375105
persistent,0.6185165400926519,-0.4702592492166708
stress,0.6804292851830362,-0.07702483272295309
find,0.76842494360339,0.4818733608944134
navigate,0.844620796819517,0.9658259272834973
structural,0.7580848563406493,0.4161990288110591
spur,0.7313192876832446,0.24619941471299656
drop,0.5801775674599723,-0.7137665191684573
alternative,0.7478510952657421,0.3512000199809331
trim,0.7636385648857861,0.45147301538579154
sticky,0.7398159328691855,0.3001652549769024
typically,0.8751714299131627,1.1598661101336556
almost,0.7003815732500087,0.04970071214307535
fade,0.7993264849580362,0.6781423127170331
margin,0.9598194249502936,1.6975018568154645
already,0.5916162117810059,-0.64111477971652
utilization,0.8672628924847663,1.1096355946487726
confident,0.7828429017155235,0.5734480009298177
previously,0.8670261424942709,1.1081318938480498
softer,0.6386640444122155,-0.34229380214527755
overly,0.9918347579742874,1.900844977560042
